day,hour,T,wind_dir,wind_speed,P,date
17,22,24,357,7.9,1007.3,2021-09-17 14:00:00+00:00
17,23,24.3,4,9.9,1008,2021-09-17 15:00:00+00:00
18,0,24.1,0,8.8,1008.4,2021-09-17 16:00:00+00:00
18,1,24.2,4,8.3,1008.4,2021-09-17 17:00:00+00:00
18,2,24,9,8.7,1008.3,2021-09-17 18:00:00+00:00
18,3,23.6,357,5.1,1008.5,2021-09-17 19:00:00+00:00
18,4,23.4,351,5.2,1008.4,2021-09-17 20:00:00+00:00
18,5,23.2,10,2.2,1008.5,2021-09-17 21:00:00+00:00
18,6,22.9,31,1.8,1008.5,2021-09-17 22:00:00+00:00
18,7,22.9,336,1.3,1008.6,2021-09-17 23:00:00+00:00
18,8,22.8,287,0.4,1008.8,2021-09-18 00:00:00+00:00
18,9,22.7,316,1.3,1009.2,2021-09-18 01:00:00+00:00
18,10,23.7,328,2.1,1009.8,2021-09-18 02:00:00+00:00
18,11,24.4,334,2.6,1010.2,2021-09-18 03:00:00+00:00
18,12,25.4,341,3.4,1010.5,2021-09-18 04:00:00+00:00
18,13,25.7,359,3.3,1010.5,2021-09-18 05:00:00+00:00
18,14,26.5,2,2.8,1010.3,2021-09-18 06:00:00+00:00
18,15,26.4,355,3.4,1009.8,2021-09-18 07:00:00+00:00
18,16,26.1,6,3.9,1009.1,2021-09-18 08:00:00+00:00
18,17,26.3,356,3.3,1009,2021-09-18 09:00:00+00:00
18,18,25.7,3,4.3,1008.7,2021-09-18 10:00:00+00:00
18,19,25.5,10,3.5,1008.7,2021-09-18 11:00:00+00:00
18,20,25,8,3.9,1009,2021-09-18 12:00:00+00:00
18,21,24.2,37,2,1008.9,2021-09-18 13:00:00+00:00
18,22,24.1,73,1.1,1009.3,2021-09-18 14:00:00+00:00
18,23,24,86,2.4,1010,2021-09-18 15:00:00+00:00
19,0,23.9,78,2.4,1010.2,2021-09-18 16:00:00+00:00
19,1,23.6,83,2.4,1010.3,2021-09-18 17:00:00+00:00
19,2,23.6,81,2.3,1010.2,2021-09-18 18:00:00+00:00
19,3,23.5,95,1.2,1010,2021-09-18 19:00:00+00:00
19,4,23.8,130,1.8,1009.6,2021-09-18 20:00:00+00:00
19,5,23.7,113,2.5,1009.2,2021-09-18 21:00:00+00:00
19,6,24,196,3.1,1008.9,2021-09-18 22:00:00+00:00
19,7,23.8,199,2.7,1008.8,2021-09-18 23:00:00+00:00
19,8,23.6,198,2.5,1008.9,2021-09-19 00:00:00+00:00
19,9,23.7,140,2,1009,2021-09-19 01:00:00+00:00
19,10,24.4,174,2.7,1009.2,2021-09-19 02:00:00+00:00
19,11,25.4,184,2.5,1009.5,2021-09-19 03:00:00+00:00
19,12,25.9,175,2.9,1009.5,2021-09-19 04:00:00+00:00
19,13,25.7,170,4.5,1009.3,2021-09-19 05:00:00+00:00
19,14,26.4,174,4,1008.8,2021-09-19 06:00:00+00:00
19,15,25.3,175,4.1,1008.3,2021-09-19 07:00:00+00:00
19,16,25.8,154,3.5,1007.5,2021-09-19 08:00:00+00:00
19,17,25.7,173,6.4,1006.7,2021-09-19 09:00:00+00:00
19,18,25.9,178,6.1,1006.6,2021-09-19 10:00:00+00:00
19,19,25.5,178,6.6,1006.6,2021-09-19 11:00:00+00:00
19,20,25.1,182,7.2,1006.7,2021-09-19 12:00:00+00:00
19,21,24.7,178,7.7,1006.7,2021-09-19 13:00:00+00:00
19,22,24.6,179,7.6,1007,2021-09-19 14:00:00+00:00
19,23,24.8,177,8.3,1007.7,2021-09-19 15:00:00+00:00
20,0,24.9,173,8.9,1007.5,2021-09-19 16:00:00+00:00
20,1,25,172,9.5,1007.4,2021-09-19 17:00:00+00:00
20,2,25.1,182,10.1,1006.8,2021-09-19 18:00:00+00:00
20,3,25,182,10,1006.2,2021-09-19 19:00:00+00:00
20,4,25,184,10,1005.4,2021-09-19 20:00:00+00:00
20,5,25.1,183,10.3,1004.8,2021-09-19 21:00:00+00:00
20,6,25.3,188,7.7,1004.3,2021-09-19 22:00:00+00:00
20,7,25.3,188,7.4,1003.9,2021-09-19 23:00:00+00:00
20,8,25.3,183,10.3,1003.9,2021-09-20 00:00:00+00:00
20,9,25.5,188,7.6,1004.2,2021-09-20 01:00:00+00:00
20,10,25.6,182,8.7,1004.6,2021-09-20 02:00:00+00:00
20,11,25.8,184,8.7,1004.5,2021-09-20 03:00:00+00:00
20,12,26.5,187,8.7,1004.4,2021-09-20 04:00:00+00:00
20,13,26.7,189,6.7,1004.3,2021-09-20 05:00:00+00:00
20,14,26.9,192,6.8,1003.7,2021-09-20 06:00:00+00:00
20,15,27.4,189,6.7,1002.7,2021-09-20 07:00:00+00:00
20,16,27.1,193,6.6,1002.1,2021-09-20 08:00:00+00:00
20,17,27.5,191,5.7,1001.6,2021-09-20 09:00:00+00:00
20,18,27.4,195,5.8,1001.3,2021-09-20 10:00:00+00:00
20,19,27.2,186,6.4,1001.1,2021-09-20 11:00:00+00:00
20,20,26.7,180,5.7,1001.8,2021-09-20 12:00:00+00:00
20,21,26.4,165,5.9,1001.4,2021-09-20 13:00:00+00:00
20,22,26.3,180,6.1,1002.3,2021-09-20 14:00:00+00:00
20,23,26.3,226,4.3,1003,2021-09-20 15:00:00+00:00
21,0,26.3,204,4.3,1003.6,2021-09-20 16:00:00+00:00
21,1,26.3,223,5.7,1002.7,2021-09-20 17:00:00+00:00
21,2,24.3,345,11,1003.3,2021-09-20 18:00:00+00:00
21,3,24.3,346,9.7,1003.6,2021-09-20 19:00:00+00:00
21,4,24.4,336,7.8,1003.5,2021-09-20 20:00:00+00:00
21,5,24.5,338,7.5,1003.8,2021-09-20 21:00:00+00:00
21,6,24.3,338,4.9,1003.8,2021-09-20 22:00:00+00:00
21,7,24.2,322,3.9,1004.3,2021-09-20 23:00:00+00:00
21,8,24,336,4.1,1004.4,2021-09-21 00:00:00+00:00
21,9,24,347,4.4,1004.6,2021-09-21 01:00:00+00:00
21,10,24.7,351,3.2,1005,2021-09-21 02:00:00+00:00
21,11,25.4,343,3.2,1005.3,2021-09-21 03:00:00+00:00
21,12,26.1,341,3,1005.7,2021-09-21 04:00:00+00:00
21,13,26.6,343,2,1005.8,2021-09-21 05:00:00+00:00
21,14,26.9,350,1.7,1005.6,2021-09-21 06:00:00+00:00
21,15,27.9,214,1.9,1004.9,2021-09-21 07:00:00+00:00
21,16,28.3,235,3.9,1004.3,2021-09-21 08:00:00+00:00
21,17,27.3,206,3.5,1003.8,2021-09-21 09:00:00+00:00
21,18,28.4,226,4,1003.5,2021-09-21 10:00:00+00:00
21,19,27,209,3.7,1003.5,2021-09-21 11:00:00+00:00
21,20,26.2,203,3.7,1003.6,2021-09-21 12:00:00+00:00
21,21,25.6,194,3.5,1003.5,2021-09-21 13:00:00+00:00
21,22,25.4,200,4.1,1004,2021-09-21 14:00:00+00:00
21,23,25.4,206,5,1004.8,2021-09-21 15:00:00+00:00
22,0,25.3,207,5.5,1005.3,2021-09-21 16:00:00+00:00
22,1,25.2,213,5.5,1005.4,2021-09-21 17:00:00+00:00
22,2,25.1,219,6.4,1005.6,2021-09-21 18:00:00+00:00
22,3,25.1,205,4.2,1005.7,2021-09-21 19:00:00+00:00
22,4,25,216,5.6,1005.4,2021-09-21 20:00:00+00:00
22,5,25,220,4.8,1005.3,2021-09-21 21:00:00+00:00
22,6,24.8,213,3.6,1005.1,2021-09-21 22:00:00+00:00
22,7,24.8,212,2.7,1005.1,2021-09-21 23:00:00+00:00
22,8,24.8,200,2.7,1005.6,2021-09-22 00:00:00+00:00
22,9,24.8,185,2.5,1006,2021-09-22 01:00:00+00:00
22,10,25.5,180,1.6,1006.4,2021-09-22 02:00:00+00:00
22,11,26.9,184,1.3,1007,2021-09-22 03:00:00+00:00
22,12,27.6,217,2.6,1007.7,2021-09-22 04:00:00+00:00
22,13,28.5,227,2.8,1007.9,2021-09-22 05:00:00+00:00
22,14,29.6,230,3.5,1007.9,2021-09-22 06:00:00+00:00
22,15,29.8,226,3.5,1007.6,2021-09-22 07:00:00+00:00
22,16,30,219,2.9,1007.3,2021-09-22 08:00:00+00:00
22,17,29.9,222,3.6,1007,2021-09-22 09:00:00+00:00
22,18,29.6,217,3.1,1006.9,2021-09-22 10:00:00+00:00
22,19,29.2,221,2.4,1007.1,2021-09-22 11:00:00+00:00
22,20,27.8,203,2.9,1007.3,2021-09-22 12:00:00+00:00
22,21,26.5,199,3.4,1007.6,2021-09-22 13:00:00+00:00
22,22,26.2,190,3,1008.1,2021-09-22 14:00:00+00:00
22,23,26.1,194,2.5,1008.9,2021-09-22 15:00:00+00:00
23,0,25.9,203,3.3,1009.5,2021-09-22 16:00:00+00:00
23,1,25.7,208,4.6,1009.7,2021-09-22 17:00:00+00:00
23,2,25.7,212,4.8,1010,2021-09-22 18:00:00+00:00
23,3,25.6,219,5.6,1010.1,2021-09-22 19:00:00+00:00
23,4,25.4,222,4.7,1010,2021-09-22 20:00:00+00:00
23,5,25.4,205,4.2,1010,2021-09-22 21:00:00+00:00
23,6,25.2,215,2.7,1010.1,2021-09-22 22:00:00+00:00
23,7,25,194,2.5,1010.1,2021-09-22 23:00:00+00:00
23,8,25,204,2.7,1010.3,2021-09-23 00:00:00+00:00
23,9,24.9,198,2.1,1010.9,2021-09-23 01:00:00+00:00
23,10,25.9,153,0.6,1011.4,2021-09-23 02:00:00+00:00
23,11,27.4,350,0.7,1011.9,2021-09-23 03:00:00+00:00
23,12,29,87,0.8,1012.4,2021-09-23 04:00:00+00:00
23,13,27.3,165,3.6,1012.7,2021-09-23 05:00:00+00:00
23,14,27.9,176,3.8,1012.6,2021-09-23 06:00:00+00:00
23,15,28.1,176,3.1,1012.2,2021-09-23 07:00:00+00:00
23,16,28.4,177,3.4,1012,2021-09-23 08:00:00+00:00
23,17,28.3,179,3.3,1011.9,2021-09-23 09:00:00+00:00
23,18,28.1,178,2.6,1011.6,2021-09-23 10:00:00+00:00
23,19,27.5,185,2.7,1011.7,2021-09-23 11:00:00+00:00
23,20,26.6,170,3.2,1011.9,2021-09-23 12:00:00+00:00
23,21,25.8,163,3.5,1012.2,2021-09-23 13:00:00+00:00
23,22,25.6,162,3.3,1012.7,2021-09-23 14:00:00+00:00
23,23,25.5,159,4.1,1013.5,2021-09-23 15:00:00+00:00
24,0,25.3,161,3.8,1013.8,2021-09-23 16:00:00+00:00
24,1,25.2,150,2.4,1013.9,2021-09-23 17:00:00+00:00
24,2,24.9,123,2,1013.8,2021-09-23 18:00:00+00:00
24,3,24.7,105,2.5,1013.9,2021-09-23 19:00:00+00:00
24,4,24.4,84,1.4,1014.1,2021-09-23 20:00:00+00:00
24,5,24.6,107,2.6,1013.9,2021-09-23 21:00:00+00:00
24,6,24.4,234,0.9,1013.8,2021-09-23 22:00:00+00:00
24,7,24,76,1.8,1014,2021-09-23 23:00:00+00:00
24,8,24.2,95,1.6,1014.1,2021-09-24 00:00:00+00:00
24,9,24.5,117,3.2,1014.1,2021-09-24 01:00:00+00:00
24,10,25.5,66,2,1014.8,2021-09-24 02:00:00+00:00
24,11,26.8,106,3.4,1014.9,2021-09-24 03:00:00+00:00
24,12,27.1,104,5.5,1015.2,2021-09-24 04:00:00+00:00
24,13,27.2,102,5.4,1015.4,2021-09-24 05:00:00+00:00
24,14,27.7,80,3.9,1015.2,2021-09-24 06:00:00+00:00
24,15,27,114,4.2,1014.7,2021-09-24 07:00:00+00:00
24,16,27.9,86,3.5,1014.2,2021-09-24 08:00:00+00:00
24,17,26.8,81,4,1013.9,2021-09-24 09:00:00+00:00
24,18,26.3,93,4.3,1013.4,2021-09-24 10:00:00+00:00
24,19,25.7,81,4.3,1013.2,2021-09-24 11:00:00+00:00
24,20,24.8,72,3.7,1013.2,2021-09-24 12:00:00+00:00
24,21,24.1,89,5.5,1013.2,2021-09-24 13:00:00+00:00
24,22,23.6,82,3.7,1013.2,2021-09-24 14:00:00+00:00
24,23,23.6,81,4,1013.8,2021-09-24 15:00:00+00:00
25,0,23.6,86,3.3,1014.1,2021-09-24 16:00:00+00:00
25,1,23.8,92,3.6,1013.9,2021-09-24 17:00:00+00:00
25,2,24,94,2.9,1013.5,2021-09-24 18:00:00+00:00
25,3,23.7,242,1.4,1013.3,2021-09-24 19:00:00+00:00
25,4,24.1,170,5.8,1012.8,2021-09-24 20:00:00+00:00
25,5,24,174,3.4,1012.4,2021-09-24 21:00:00+00:00
25,6,24.4,170,5.7,1012,2021-09-24 22:00:00+00:00
25,7,24.2,148,2.3,1011.9,2021-09-24 23:00:00+00:00
25,8,24,114,0.9,1012.3,2021-09-25 00:00:00+00:00
25,9,23.9,102,2.6,1012.9,2021-09-25 01:00:00+00:00
25,10,25.3,87,1.4,1013.6,2021-09-25 02:00:00+00:00
25,11,26.2,97,2.7,1013.9,2021-09-25 03:00:00+00:00
25,12,26.5,112,3.2,1014.3,2021-09-25 04:00:00+00:00
25,13,26.1,115,4.6,1014.1,2021-09-25 05:00:00+00:00
25,14,26.7,114,4,1013.2,2021-09-25 06:00:00+00:00
25,15,26.5,124,2.9,1012.6,2021-09-25 07:00:00+00:00
25,16,26.1,119,4.3,1011.9,2021-09-25 08:00:00+00:00
25,17,26.4,110,4.3,1011.6,2021-09-25 09:00:00+00:00
25,18,26.1,111,5.6,1011.2,2021-09-25 10:00:00+00:00
25,19,26,109,3.6,1011.5,2021-09-25 11:00:00+00:00
25,20,25.4,106,3.8,1011.6,2021-09-25 12:00:00+00:00
25,21,24.7,110,1.8,1012,2021-09-25 13:00:00+00:00
25,22,24.5,98,3.1,1012.1,2021-09-25 14:00:00+00:00
25,23,24.5,104,3.9,1012.3,2021-09-25 15:00:00+00:00
26,0,24.4,113,4.2,1012.2,2021-09-25 16:00:00+00:00
26,1,24,84,2.7,1012.2,2021-09-25 17:00:00+00:00
26,2,24.2,106,3.9,1011.8,2021-09-25 18:00:00+00:00
26,3,24.2,105,3.3,1011.9,2021-09-25 19:00:00+00:00
26,4,24,101,2,1011.4,2021-09-25 20:00:00+00:00
26,5,24.1,180,1.9,1011.1,2021-09-25 21:00:00+00:00
26,6,24.1,169,3,1010.8,2021-09-25 22:00:00+00:00
26,7,23.9,174,2.1,1010.6,2021-09-25 23:00:00+00:00
26,8,23.5,170,1.2,1010.9,2021-09-26 00:00:00+00:00
26,9,23.5,148,0.9,1011.3,2021-09-26 01:00:00+00:00
26,10,24.7,101,1.1,1011.3,2021-09-26 02:00:00+00:00
26,11,25.5,102,3.7,1011.3,2021-09-26 03:00:00+00:00
26,12,26.5,101,3.4,1011.6,2021-09-26 04:00:00+00:00
26,13,26.2,115,4.4,1011.7,2021-09-26 05:00:00+00:00
26,14,26.6,106,3.7,1011.3,2021-09-26 06:00:00+00:00
26,15,27.2,122,3.3,1010.8,2021-09-26 07:00:00+00:00
26,16,27,112,4.2,1010.1,2021-09-26 08:00:00+00:00
26,17,26.9,117,4.5,1009.7,2021-09-26 09:00:00+00:00
26,18,26.6,108,4.4,1009.5,2021-09-26 10:00:00+00:00
26,19,26.6,107,5.7,1009.4,2021-09-26 11:00:00+00:00
26,20,26.2,113,3.4,1009.7,2021-09-26 12:00:00+00:00
26,21,25.9,109,5.1,1009.5,2021-09-26 13:00:00+00:00
26,22,25.8,107,5.6,1009.7,2021-09-26 14:00:00+00:00
26,23,25.8,106,6.1,1010.3,2021-09-26 15:00:00+00:00
27,0,25.7,109,6.2,1010.5,2021-09-26 16:00:00+00:00
27,1,25.7,106,5.4,1010.3,2021-09-26 17:00:00+00:00
27,2,25.5,109,5.7,1010.1,2021-09-26 18:00:00+00:00
27,3,25.4,106,5.1,1009.6,2021-09-26 19:00:00+00:00
27,4,25.2,103,3,1009.2,2021-09-26 20:00:00+00:00
27,5,25.1,101,2.9,1008.6,2021-09-26 21:00:00+00:00
27,6,24.9,122,1.5,1008.4,2021-09-26 22:00:00+00:00
27,7,24.9,168,1.5,1008.1,2021-09-26 23:00:00+00:00
27,8,24.9,182,1.2,1008.1,2021-09-27 00:00:00+00:00
27,9,24.8,198,0.9,1008.3,2021-09-27 01:00:00+00:00
27,10,25.7,113,2.1,1008.6,2021-09-27 02:00:00+00:00
27,11,26.6,106,3.4,1008.9,2021-09-27 03:00:00+00:00
27,12,27.4,107,3.3,1009.2,2021-09-27 04:00:00+00:00
27,13,27.1,111,3.4,1009,2021-09-27 05:00:00+00:00
27,14,27.1,95,3.7,1008.8,2021-09-27 06:00:00+00:00
27,15,26.8,92,3.4,1008.5,2021-09-27 07:00:00+00:00
27,16,26.6,109,3.6,1007.9,2021-09-27 08:00:00+00:00
27,17,26.3,115,3.5,1007.5,2021-09-27 09:00:00+00:00
27,18,26.2,115,3.7,1007.5,2021-09-27 10:00:00+00:00
27,19,26.3,114,4.2,1007.5,2021-09-27 11:00:00+00:00
27,20,25.6,114,4.6,1007.4,2021-09-27 12:00:00+00:00
27,21,25.2,111,3.7,1007.2,2021-09-27 13:00:00+00:00
27,22,25.2,123,3.1,1007.5,2021-09-27 14:00:00+00:00
27,23,24.9,113,1.8,1007.8,2021-09-27 15:00:00+00:00
28,0,24.8,118,1.8,1008.1,2021-09-27 16:00:00+00:00
28,1,24.7,105,3.1,1008.2,2021-09-27 17:00:00+00:00
28,2,24.6,106,2.3,1008.2,2021-09-27 18:00:00+00:00
28,3,24.5,115,1.2,1007.8,2021-09-27 19:00:00+00:00
28,4,24.6,168,3.4,1007,2021-09-27 20:00:00+00:00
28,5,24.6,170,3.2,1006.5,2021-09-27 21:00:00+00:00
28,6,24.4,196,2,1006.3,2021-09-27 22:00:00+00:00
28,7,24.2,223,1.5,1006.3,2021-09-27 23:00:00+00:00
28,8,23.9,279,0.3,1006.5,2021-09-28 00:00:00+00:00
28,9,24,,0,1006.6,2021-09-28 01:00:00+00:00
28,10,25.2,,0,1006.9,2021-09-28 02:00:00+00:00
28,11,26.3,10,1.2,1007.2,2021-09-28 03:00:00+00:00
28,12,26.7,358,2.8,1007.4,2021-09-28 04:00:00+00:00
28,13,27.4,4,2.5,1007.4,2021-09-28 05:00:00+00:00
28,14,27.1,4,3.4,1007.2,2021-09-28 06:00:00+00:00
28,15,27.3,4,3.7,1006.5,2021-09-28 07:00:00+00:00
28,16,27.8,79,3,1005.8,2021-09-28 08:00:00+00:00
28,17,26.9,65,2.8,1005.4,2021-09-28 09:00:00+00:00
28,18,26.9,52,3.2,1005.3,2021-09-28 10:00:00+00:00
28,19,26.2,82,2.9,1005.4,2021-09-28 11:00:00+00:00
28,20,26,113,1.9,1005.5,2021-09-28 12:00:00+00:00
28,21,25.1,86,2.7,1005.4,2021-09-28 13:00:00+00:00
28,22,25,110,2.6,1005.5,2021-09-28 14:00:00+00:00
28,23,25.1,106,3.6,1005.5,2021-09-28 15:00:00+00:00
29,0,24.9,105,2.3,1005.5,2021-09-28 16:00:00+00:00
29,1,25,111,3.6,1005.5,2021-09-28 17:00:00+00:00
29,2,24.9,151,0.8,1005.1,2021-09-28 18:00:00+00:00
29,3,25.1,188,3.7,1004.6,2021-09-28 19:00:00+00:00
29,4,25.3,165,6.5,1004.6,2021-09-28 20:00:00+00:00
29,5,25.4,172,6,1004.2,2021-09-28 21:00:00+00:00
29,6,25.3,184,5.2,1003.7,2021-09-28 22:00:00+00:00
29,7,25.3,192,4.5,1003.6,2021-09-28 23:00:00+00:00
29,8,25.3,205,3.8,1003.8,2021-09-29 00:00:00+00:00
29,9,25.2,194,3.5,1003.4,2021-09-29 01:00:00+00:00
29,10,25.7,191,4.1,1003.3,2021-09-29 02:00:00+00:00
29,11,26,189,4.2,1003.7,2021-09-29 03:00:00+00:00
29,12,27.2,192,3.8,1004.3,2021-09-29 04:00:00+00:00
29,13,27.6,196,4.2,1004,2021-09-29 05:00:00+00:00
29,14,27.8,194,4,1003.7,2021-09-29 06:00:00+00:00
29,15,27.7,193,3.9,1002.7,2021-09-29 07:00:00+00:00
29,16,28.2,196,3.3,1002.2,2021-09-29 08:00:00+00:00
29,17,28.3,193,3.4,1002.1,2021-09-29 09:00:00+00:00
29,18,28,195,3.5,1001.6,2021-09-29 10:00:00+00:00
29,19,27.5,195,3.5,1001.8,2021-09-29 11:00:00+00:00
29,20,26.9,192,3.3,1002.3,2021-09-29 12:00:00+00:00
29,21,26.5,210,2.5,1002.9,2021-09-29 13:00:00+00:00
29,22,26.3,226,2.1,1003.1,2021-09-29 14:00:00+00:00
29,23,26.4,207,2.6,1003.3,2021-09-29 15:00:00+00:00
30,0,26,268,3.3,1003.9,2021-09-29 16:00:00+00:00
30,1,26,332,4.5,1003.6,2021-09-29 17:00:00+00:00
30,2,25.9,327,6.4,1003.3,2021-09-29 18:00:00+00:00
30,3,25.4,329,8.2,1003.2,2021-09-29 19:00:00+00:00
30,4,25.3,347,10.7,1002.8,2021-09-29 20:00:00+00:00
30,5,25.2,352,10.1,1002.8,2021-09-29 21:00:00+00:00
30,6,25.1,339,8.4,1002.9,2021-09-29 22:00:00+00:00
30,7,24.3,2,10,1002.7,2021-09-29 23:00:00+00:00
30,8,24.6,355,9.6,1003.1,2021-09-30 00:00:00+00:00
30,9,24.6,2,10.5,1003.6,2021-09-30 01:00:00+00:00
30,10,24.8,0,10.3,1004.1,2021-09-30 02:00:00+00:00
30,11,24.7,5,11.6,1004.4,2021-09-30 03:00:00+00:00
30,12,24.8,0,9.8,1004.9,2021-09-30 04:00:00+00:00
30,13,25.4,3,9.5,1004.8,2021-09-30 05:00:00+00:00
30,14,25.4,0,9.3,1004.4,2021-09-30 06:00:00+00:00
30,15,26,5,7.8,1004,2021-09-30 07:00:00+00:00
30,16,25.7,2,7.4,1003.7,2021-09-30 08:00:00+00:00
30,17,25.6,357,8.6,1003.4,2021-09-30 09:00:00+00:00
30,18,25.4,15,9.8,1003,2021-09-30 10:00:00+00:00
30,19,25.3,5,10.1,1003.2,2021-09-30 11:00:00+00:00
30,20,24.8,16,12.1,1003.5,2021-09-30 12:00:00+00:00
30,21,24.5,17,9.5,1003.9,2021-09-30 13:00:00+00:00
30,22,24.3,15,8.7,1004.4,2021-09-30 14:00:00+00:00
30,23,24.1,17,8.1,1005,2021-09-30 15:00:00+00:00
