,year,month,tem
0,2020,1,5.129228687415426
1,2020,2,8.313237410071944
2,2020,3,12.289890710382513
3,2020,4,15.78800557880056
4,2020,5,23.028629032258063
5,2020,6,25.655153203342614
6,2020,7,25.37210242587601
7,2020,8,30.190970350404314
8,2020,9,23.662726008344926
9,2020,10,17.20228494623656
10,2020,11,12.757122905027932
11,2020,12,4.436792452830188
